name	symbol
piR-hsa-13508	CROCCP2
piR-hsa-12168	MST1P2
piR-hsa-12168	MST1L
piR-hsa-13508	CROCC
piR-hsa-12218	ATP13A2
piR-hsa-12218	ATP13A2
piR-hsa-19470	RCC2
piR-hsa-19470	RCC2
piR-hsa-9311	MRTO4
piR-hsa-2805	PQLC2
piR-hsa-30937	PQLC2
piR-hsa-2805	PQLC2
piR-hsa-30937	PQLC2
piR-hsa-2805	PQLC2
piR-hsa-30937	PQLC2
piR-hsa-21000	MINOS1
piR-hsa-23387	MINOS1
piR-hsa-21000	MINOS1
piR-hsa-23387	MINOS1
piR-hsa-21000	MINOS1
piR-hsa-23387	MINOS1
piR-hsa-21000	MINOS1
piR-hsa-23387	MINOS1
piR-hsa-21000	MINOS1
piR-hsa-23387	MINOS1
piR-hsa-2535	TMCO4
piR-hsa-24695	OTUD3
piR-hsa-1779	OTUD3
piR-hsa-25493	UBXN10
piR-hsa-15961	UBXN10
piR-hsa-20371	MUL1
piR-hsa-22151	MUL1
piR-hsa-9999	PINK1
piR-hsa-8560	PINK1
piR-hsa-21000	DDOST
piR-hsa-15405	DDOST
piR-hsa-15404	DDOST
piR-hsa-22415	HP1BP3
piR-hsa-21000	HP1BP3
piR-hsa-7102	HP1BP3
piR-hsa-20282	HP1BP3
piR-hsa-20281	HP1BP3
piR-hsa-32653	HP1BP3
piR-hsa-28244	HP1BP3
piR-hsa-26065	ECE1
piR-hsa-20535	ECE1
piR-hsa-26065	ECE1
piR-hsa-20535	ECE1
piR-hsa-26065	ECE1
piR-hsa-20535	ECE1
piR-hsa-26065	ECE1
piR-hsa-20535	ECE1
piR-hsa-15942	NBPF3
piR-hsa-15942	NBPF3
piR-hsa-15942	NBPF3
piR-hsa-15942	NBPF3
piR-hsa-4667	RAP1GAP
piR-hsa-4667	RAP1GAP
piR-hsa-4667	RAP1GAP
piR-hsa-26962	CDC42
piR-hsa-29046	ZBTB40
piR-hsa-20259	ZBTB40
piR-hsa-29046	ZBTB40
piR-hsa-20259	ZBTB40
piR-hsa-5536	E2F2
piR-hsa-15150	ID3
piR-hsa-22415	MDS2
piR-hsa-3237	TCEB3
piR-hsa-21860	TCEB3
piR-hsa-18805	TCEB3
piR-hsa-13203	TCEB3
piR-hsa-3237	LOC100506963
piR-hsa-21860	LOC100506963
piR-hsa-18805	LOC100506963
piR-hsa-13203	LOC100506963
piR-hsa-3529	LOC100506963
piR-hsa-10271	HMGCL
piR-hsa-10271	HMGCL
piR-hsa-20802	FUCA1
piR-hsa-20252	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-21000	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-21000	SRSF10
piR-hsa-20252	SRSF10
piR-hsa-23387	IFNLR1
piR-hsa-21000	IFNLR1
piR-hsa-20282	IFNLR1
piR-hsa-20281	IFNLR1
piR-hsa-32653	IFNLR1
piR-hsa-28244	IFNLR1
piR-hsa-23387	IFNLR1
piR-hsa-21000	IFNLR1
piR-hsa-20282	IFNLR1
piR-hsa-20281	IFNLR1
piR-hsa-32653	IFNLR1
piR-hsa-28244	IFNLR1
piR-hsa-23387	IFNLR1
piR-hsa-21000	IFNLR1
piR-hsa-20282	IFNLR1
piR-hsa-20281	IFNLR1
piR-hsa-32653	IFNLR1
piR-hsa-28244	IFNLR1
piR-hsa-15404	NCMAP
piR-hsa-14150	RHD
piR-hsa-19076	RHD
piR-hsa-9059	RHD
piR-hsa-21000	RHD
piR-hsa-14150	RHD
piR-hsa-19076	RHD
piR-hsa-9059	RHD
piR-hsa-21000	RHD
piR-hsa-6945	TMEM50A
piR-hsa-23387	SEPN1
piR-hsa-23387	SEPN1
piR-hsa-26037	MTFR1L
piR-hsa-31619	MTFR1L
piR-hsa-26037	MTFR1L
piR-hsa-31619	MTFR1L
piR-hsa-21000	LOC646471
piR-hsa-26037	MTFR1L
piR-hsa-31619	MTFR1L
piR-hsa-26037	MTFR1L
piR-hsa-31619	MTFR1L
piR-hsa-15419	STMN1
piR-hsa-15419	STMN1
piR-hsa-15419	STMN1
piR-hsa-15419	STMN1
piR-hsa-4733	PAFAH2
piR-hsa-30440	CEP85
piR-hsa-2882	CEP85
piR-hsa-17638	CEP85
piR-hsa-1198	CEP85
piR-hsa-15114	DHDDS
piR-hsa-23035	DHDDS
piR-hsa-31241	DHDDS
piR-hsa-26110	DHDDS
piR-hsa-28244	DHDDS
piR-hsa-20281	DHDDS
piR-hsa-20282	DHDDS
piR-hsa-32653	DHDDS
piR-hsa-19617	DHDDS
piR-hsa-15114	DHDDS
piR-hsa-23035	DHDDS
piR-hsa-31241	DHDDS
piR-hsa-26110	DHDDS
piR-hsa-28244	DHDDS
piR-hsa-20281	DHDDS
piR-hsa-20282	DHDDS
piR-hsa-32653	DHDDS
piR-hsa-19617	DHDDS
piR-hsa-15114	DHDDS
piR-hsa-23035	DHDDS
piR-hsa-31241	DHDDS
piR-hsa-26110	DHDDS
piR-hsa-28244	DHDDS
piR-hsa-20281	DHDDS
piR-hsa-20282	DHDDS
piR-hsa-32653	DHDDS
piR-hsa-19617	DHDDS
piR-hsa-15114	DHDDS
piR-hsa-23035	DHDDS
piR-hsa-31241	DHDDS
piR-hsa-26110	DHDDS
piR-hsa-28244	DHDDS
piR-hsa-20281	DHDDS
piR-hsa-20282	DHDDS
piR-hsa-32653	DHDDS
piR-hsa-19617	DHDDS
piR-hsa-11651	HMGN2
piR-hsa-18401	PIGV
piR-hsa-27831	PIGV
piR-hsa-28277	PIGV
piR-hsa-18401	PIGV
piR-hsa-27831	PIGV
piR-hsa-28277	PIGV
piR-hsa-23589	GPATCH3
piR-hsa-30171	LOC644961
piR-hsa-3607	WASF2
piR-hsa-26762	WASF2
piR-hsa-22051	WASF2
piR-hsa-32669	WASF2
piR-hsa-2873	WASF2
piR-hsa-25751	WASF2
piR-hsa-5991	WASF2
piR-hsa-1971	WASF2
piR-hsa-15506	WASF2
piR-hsa-15505	WASF2
piR-hsa-9319	WASF2
piR-hsa-3607	WASF2
piR-hsa-26762	WASF2
piR-hsa-22051	WASF2
piR-hsa-32669	WASF2
piR-hsa-2873	WASF2
piR-hsa-25751	WASF2
piR-hsa-5991	WASF2
piR-hsa-1971	WASF2
piR-hsa-15506	WASF2
piR-hsa-15505	WASF2
piR-hsa-9319	WASF2
piR-hsa-20050	FAM76A
piR-hsa-20050	FAM76A
piR-hsa-20050	FAM76A
piR-hsa-20050	FAM76A
piR-hsa-20050	FAM76A
piR-hsa-9033	PPP1R8
piR-hsa-9033	PPP1R8
piR-hsa-9033	PPP1R8
piR-hsa-7126	EYA3
piR-hsa-15404	EYA3
piR-hsa-9059	EYA3
piR-hsa-19076	EYA3
piR-hsa-1134	EYA3
piR-hsa-30562	PTAFR
piR-hsa-21000	PTAFR
piR-hsa-30562	PTAFR
piR-hsa-21000	PTAFR
piR-hsa-30562	PTAFR
piR-hsa-21000	PTAFR
piR-hsa-30562	PTAFR
piR-hsa-21000	PTAFR
piR-hsa-14893	ATPIF1
piR-hsa-14893	ATPIF1
piR-hsa-14893	ATPIF1
piR-hsa-15406	MED18
piR-hsa-15404	MED18
piR-hsa-15406	MED18
piR-hsa-15404	MED18
piR-hsa-23387	PHACTR4
piR-hsa-21000	PHACTR4
piR-hsa-23387	PHACTR4
piR-hsa-21000	PHACTR4
piR-hsa-28593	SNORA61
piR-hsa-1748	RAB42
piR-hsa-1748	RAB42
piR-hsa-12399	GMEB1
piR-hsa-27032	GMEB1
piR-hsa-12399	GMEB1
piR-hsa-27032	GMEB1
piR-hsa-28244	EPB41
piR-hsa-20283	EPB41
piR-hsa-32653	EPB41
piR-hsa-20282	EPB41
piR-hsa-20281	EPB41
piR-hsa-28244	EPB41
piR-hsa-20283	EPB41
piR-hsa-32653	EPB41
piR-hsa-20282	EPB41
piR-hsa-20281	EPB41
piR-hsa-28244	EPB41
piR-hsa-20283	EPB41
piR-hsa-32653	EPB41
piR-hsa-20282	EPB41
piR-hsa-20281	EPB41
piR-hsa-28244	EPB41
piR-hsa-20283	EPB41
piR-hsa-32653	EPB41
piR-hsa-20282	EPB41
piR-hsa-20281	EPB41
piR-hsa-28244	EPB41
piR-hsa-20283	EPB41
piR-hsa-32653	EPB41
piR-hsa-20282	EPB41
piR-hsa-20281	EPB41
piR-hsa-17804	SNORD103A
piR-hsa-17804	SNORD103B
piR-hsa-28846	SNORD85
piR-hsa-24360	SNORD85
piR-hsa-32176	SNORD85
piR-hsa-28845	SNORD85
piR-hsa-32199	SNORD85
piR-hsa-32198	SNORD85
piR-hsa-28627	TMEM39B
piR-hsa-25149	KPNA6
piR-hsa-7890	KPNA6
piR-hsa-8382	KPNA6
piR-hsa-15404	KPNA6
piR-hsa-15405	KPNA6
piR-hsa-21000	KPNA6
piR-hsa-12399	KPNA6
piR-hsa-3586	KPNA6
piR-hsa-4763	IQCC
piR-hsa-4763	IQCC
piR-hsa-30466	EIF3I
piR-hsa-2933	EIF3I
piR-hsa-15406	ZBTB8B
piR-hsa-23387	ZBTB8A
piR-hsa-21000	ZBTB8A
piR-hsa-23387	ZBTB8A
piR-hsa-1703	RBBP4
piR-hsa-1703	RBBP4
piR-hsa-1703	RBBP4
piR-hsa-1703	SYNC
piR-hsa-1703	SYNC
piR-hsa-30479	S100PBP
piR-hsa-30479	S100PBP
piR-hsa-29640	C1orf94
piR-hsa-29640	C1orf94
piR-hsa-21000	SMIM12
piR-hsa-21000	SMIM12
piR-hsa-21000	SMIM12
piR-hsa-21000	ZMYM6
piR-hsa-21000	KIAA0319L
piR-hsa-23387	KIAA0319L
piR-hsa-21000	PSMB2
piR-hsa-21000	PSMB2
piR-hsa-21000	PSMB2
piR-hsa-19034	C1orf216
piR-hsa-7611	AGO4
piR-hsa-5299	AGO4
piR-hsa-25876	AGO1
piR-hsa-1475	AGO1
piR-hsa-25300	AGO1
piR-hsa-8178	AGO1
piR-hsa-18572	STK40
piR-hsa-19246	STK40
piR-hsa-3310	ZC3H12A
piR-hsa-15740	ZC3H12A
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-20280	MEAF6
piR-hsa-28244	MEAF6
piR-hsa-30937	SNIP1
piR-hsa-26658	CDCA8
piR-hsa-26658	CDCA8
piR-hsa-27032	EPHA10
piR-hsa-22415	MANEAL
piR-hsa-30937	MANEAL
piR-hsa-22415	MANEAL
piR-hsa-30937	MANEAL
piR-hsa-22415	MANEAL
piR-hsa-30937	MANEAL
piR-hsa-25691	MTF1
piR-hsa-17364	MTF1
piR-hsa-29656	MTF1
piR-hsa-10058	MTF1
piR-hsa-18873	MTF1
piR-hsa-20572	MTF1
piR-hsa-22533	MTF1
piR-hsa-30085	MTF1
piR-hsa-8459	MTF1
piR-hsa-15404	INPP5B
piR-hsa-30937	SF3A3
piR-hsa-22415	UTP11L
piR-hsa-12399	UTP11L
piR-hsa-21000	UTP11L
piR-hsa-23387	UTP11L
piR-hsa-7589	RRAGC
piR-hsa-28812	RRAGC
piR-hsa-7589	RRAGC
piR-hsa-28812	RRAGC
piR-hsa-11430	MYCBP
piR-hsa-9495	MYCBP
piR-hsa-11430	MYCBP
piR-hsa-9495	MYCBP
piR-hsa-11430	GJA9-MYCBP
piR-hsa-9495	GJA9-MYCBP
piR-hsa-11430	GJA9-MYCBP
piR-hsa-9495	GJA9-MYCBP
piR-hsa-11430	GJA9-MYCBP
piR-hsa-9495	GJA9-MYCBP
piR-hsa-11430	GJA9-MYCBP
piR-hsa-9495	GJA9-MYCBP
piR-hsa-11430	GJA9-MYCBP
piR-hsa-9495	GJA9-MYCBP
piR-hsa-23387	RHBDL2
piR-hsa-11810	AKIRIN1
piR-hsa-4021	AKIRIN1
piR-hsa-11810	AKIRIN1
piR-hsa-4021	AKIRIN1
piR-hsa-16559	MACF1
piR-hsa-7075	BMP8A
piR-hsa-30937	PPIEL
piR-hsa-27991	PPIE
piR-hsa-27991	PPIE
piR-hsa-27991	PPIE
piR-hsa-5148	MYCL1
piR-hsa-5148	MYCL1
piR-hsa-5148	MYCL1
piR-hsa-17164	RIMS3
piR-hsa-21000	LOC100130557
piR-hsa-23387	SLFNL1-AS1
piR-hsa-30715	SLFNL1-AS1
piR-hsa-10057	SLFNL1
piR-hsa-18513	FOXJ3
piR-hsa-18513	FOXJ3
piR-hsa-18513	FOXJ3
piR-hsa-18513	FOXJ3
piR-hsa-1099	RIMKLA
piR-hsa-30937	RIMKLA
piR-hsa-22415	CCDC30
piR-hsa-17554	YBX1
piR-hsa-21000	CLDN19
piR-hsa-21000	CLDN19
piR-hsa-21000	CLDN19
piR-hsa-23387	C1orf210
piR-hsa-21000	C1orf210
piR-hsa-15406	C1orf210
piR-hsa-23387	C1orf210
piR-hsa-21000	C1orf210
piR-hsa-15406	C1orf210
piR-hsa-30937	KDM4A-AS1
piR-hsa-21000	KDM4A-AS1
piR-hsa-24796	DPH2
piR-hsa-24796	DPH2
piR-hsa-1742	SNORD38B
piR-hsa-15502	TOE1
piR-hsa-9059	CCDC163P
piR-hsa-3000	CCDC163P
piR-hsa-9059	CCDC163P
piR-hsa-3000	CCDC163P
piR-hsa-9059	CCDC163P
piR-hsa-3000	CCDC163P
piR-hsa-30046	PRDX1
piR-hsa-30046	PRDX1
piR-hsa-30046	PRDX1
piR-hsa-30046	PRDX1
piR-hsa-8309	MAST2
piR-hsa-692	PIK3R3
piR-hsa-17641	PIK3R3
piR-hsa-12919	PIK3R3
piR-hsa-2081	PIK3R3
piR-hsa-692	PIK3R3
piR-hsa-17641	PIK3R3
piR-hsa-12919	PIK3R3
piR-hsa-2081	PIK3R3
piR-hsa-21000	NSUN4
piR-hsa-23387	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-21000	NSUN4
piR-hsa-23387	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-21000	NSUN4
piR-hsa-23387	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-21000	NSUN4
piR-hsa-23387	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-3682	NSUN4
piR-hsa-21783	EFCAB14
piR-hsa-21000	RAB3B
piR-hsa-15405	RAB3B
piR-hsa-15404	RAB3B
piR-hsa-30937	RAB3B
piR-hsa-22415	RAB3B
piR-hsa-12399	RAB3B
piR-hsa-23387	RAB3B
piR-hsa-3753	BTF3L4
piR-hsa-3753	BTF3L4
piR-hsa-3753	BTF3L4
piR-hsa-27853	CC2D1B
piR-hsa-5131	ZYG11B
piR-hsa-23387	ZYG11B
piR-hsa-21000	ZYG11B
piR-hsa-5816	ZYG11A
piR-hsa-23387	ZYG11A
piR-hsa-19827	ZYG11A
piR-hsa-8177	CPT2
piR-hsa-4101	CPT2
piR-hsa-18705	MRPL37
piR-hsa-13641	HEATR8-TTC4
piR-hsa-16264	PARS2
piR-hsa-5711	DHCR24
piR-hsa-23387	INADL
piR-hsa-21000	L1TD1
piR-hsa-12399	L1TD1
piR-hsa-22415	L1TD1
piR-hsa-30937	L1TD1
piR-hsa-21000	L1TD1
piR-hsa-12399	L1TD1
piR-hsa-22415	L1TD1
piR-hsa-30937	L1TD1
piR-hsa-21000	KANK4
piR-hsa-21000	LINC00466
piR-hsa-7435	LEPROT
piR-hsa-22415	LEPROT
piR-hsa-17928	LEPR
piR-hsa-32502	LEPR
piR-hsa-7435	LEPROT
piR-hsa-22415	LEPROT
piR-hsa-17928	LEPR
piR-hsa-32502	LEPR
piR-hsa-23940	IL12RB2
piR-hsa-21000	USP33
piR-hsa-21000	USP33
piR-hsa-23387	FAM73A
piR-hsa-20572	FAM73A
piR-hsa-23387	FAM73A
piR-hsa-20572	FAM73A
piR-hsa-19493	TTLL7
piR-hsa-23387	SYDE2
piR-hsa-22583	ZNHIT6
piR-hsa-22583	ZNHIT6
