"ABC_D"	"MNO_G"	"JKL_A"	"VXW_E"	"DEF_G"	"MNO_B"	"MNO_D"	"ABC_E"	"JKL_B"	"ABC_B"	"PQR_E"	"MNO_D"	"JKL_A"	"STU_E"	"PQR_A"	"ABC_G"	"GHI_D"	"MNO_G"	"MNO_A"	"GHI_E"	"GHI_D"	"VXW_E"	"VXW_D"	"MNO_G"	"STU_G"	"MNO_D"	"STU_D"	"ABC_A"	"PQR_D"	"VXW_E"
"15"	-0.509420517132363	-0.148601747063802	-0.125826962300641	-1.93909145241906	0.00314631697476756	-0.0900356230919516	0.652853686832089	-0.254138711104147	1.17959669718402	-0.236442020520944	-0.390110207262292	0.169804612913699	0.588534740601745	NA	1.20750415633571	-1.10967057745895	-1.4110321324198	-0.212423104395322	-0.901156122256343	-0.531295042866366	-2.20826168508278	2.42311031444022	1.13914197976012	0.207227973530277	2.08401158124563	1.74105876783226	0.272415721863967	2.13792258137409	-0.127501624592539	0.255472519346548
"16"	-2.1388929490048	-0.934254505786422	NA	-1.36716943880019	-1.14281946909628	-0.460796338455552	NA	NA	NA	-0.414542541736491	1.24287873403194	0.644465217008933	0.969220923014663	NA	1.05826159044916	NA	-0.0571867314100719	NA	0.474537763735107	-1.12927998250036	1.16642224558875	-1.13530663348102	NA	NA	1.68181842883354	-2.02539970824951	0.69172776245433	NA	-0.310064246389241	0.0778559952665689
"17"	-0.241506982532279	1.04834831663691	NA	NA	0.548901990314843	-2.35504551913079	1.33812411443303	0.199101098799652	-0.244955467853986	-0.740113865746435	NA	-1.53506823688859	NA	-0.843887615230566	NA	-0.745094161549259	-0.393508670096167	NA	1.80196368927166	0.103535378849874	NA	-1.00467169505269	-0.233711811550999	1.26801595053225	1.23681181553416	0.449978681093874	-1.93783604705487	NA	-0.712231232334069	-0.424534000423225
"18"	-0.267301286212709	-0.13600217361953	-0.210233899725132	0.105252450547075	NA	-1.1837114345853	-0.276363844980714	-0.110970918831245	0.899504671928951	-2.30737050327888	NA	1.17144276688047	-2.00304674462089	0.701144987887333	-0.750519150763797	NA	NA	-0.021228855626453	-0.123348772516248	0.957337566100026	0.76625452936404	2.26652953083482	-0.344139018523335	0.583544019786735	NA	-1.54904290344123	0.62159483547517	-0.159568836666277	0.242668390358062	NA
"19"	0.966803443793595	0.607845567434048	-1.34308605719279	0.68151330682253	0.967713562289842	-3.00761552955064	0.701655730411337	-0.226481934036956	-1.45763329910267	-0.253383639254276	-0.216922368447326	0.10280391020581	3.18056059133682	0.765837530440411	0.951485501867926	0.688978282055473	-0.283283566152681	0.725804771240336	1.39123497399517	0.486967606655036	-1.0655529344264	1.07308133171504	NA	-0.0691584999533677	1.2038809916445	0.627588182091728	NA	-1.35567150947451	0.437379847113908	1.86732957220909
"20"	-0.024445548216425	0.0473138847755532	1.07394777706462	0.215817752593028	-0.120441035552656	0.919495627059753	-0.309423221335418	-0.2054174099274	0.743597350099998	-1.08745142185468	-1.33696368815487	-1.30581198768431	0.187297657722291	-0.170871314240705	NA	0.135636958535337	-0.0619835154374398	NA	NA	-0.501041961263574	-3.55044512219956	0.676209732134591	NA	NA	0.337431234189326	-0.941630764938641	NA	0.472945759338434	-1.27850523198037	0.594244386183579
"21"	NA	0.274463857330582	0.314171341207565	-0.988804609309728	-0.407023944999423	-0.121108471947907	-0.461550901222671	NA	1.0552485530455	NA	-0.660738082258849	NA	-0.244318314806414	-0.303505448571056	-0.589220465851104	-0.390076575731687	0.0757844918640921	1.55999868352342	1.12908119382437	NA	0.166847131547862	NA	-0.514753268608834	0.769228293905696	0.764247025380601	-1.07401609363725	0.551914634521128	-0.271226364813585	-0.464196835045606	0.836225625146792
"22"	0.391270152673883	NA	-1.07478103253745	-1.9443092145209	-0.178941506372219	-0.109170948797294	-1.43936069124948	0.838355358708932	NA	0.250002928678682	NA	-0.0448920904987792	NA	2.37466253275325	0.47273451912351	-0.435549357902491	-0.388846842858768	-0.355429450990801	NA	0.864437193900177	0.63537065022513	NA	NA	-0.369122924977474	0.200351624807811	-0.0812254583090755	-1.07771175058077	1.23038164215158	NA	0.23971147207723
"23"	NA	0.326250745825504	1.12615693897634	NA	0.669806730077784	1.16694733545862	0.537361522634505	0.40213223336628	-0.858885240921828	2.30085574913212	NA	-0.865657556312381	NA	NA	-1.41725645185523	0.105165241062201	0.26857695293993	NA	0.73289613577816	-0.520159622896148	1.65584316373558	-0.393615306763143	0.155087582251026	-0.198780033546131	1.38043606745229	-0.738163634526097	0.634773341516179	NA	-1.77151043363555	-1.36545051921609
"24"	NA	2.59560874253098	1.35094469538861	-1.33294446875598	NA	-0.0438990320278033	0.670135459418242	2.28433881780022	1.12741892685185	-0.210625701756071	-0.730068197218656	-0.0693639350830098	NA	-0.332186264960111	-0.25883265578704	1.0103735084031	0.0730837889294832	NA	0.618812316384196	NA	-0.883050005134552	-0.368955496014192	0.564934224660528	-2.33781736327293	2.06968830722664	-0.0507706343814055	-0.265520220465174	-0.917063838422383	-0.0498858473954378	0.923249825780858
"25"	NA	NA	1.40518985883064	-0.21876197309959	0.0929595428498619	NA	NA	1.10514891373185	-0.578927999794086	0.419133927238982	1.4294781461327	-0.371323818836821	-0.454810491192028	-0.276215871871511	-0.777279737757501	0.413608282159451	NA	0.950239260543082	-0.449538380478108	NA	-0.687413188599546	1.82316450182094	-0.633704829280035	2.10129906244215	-0.310603136237995	-1.85303637706841	1.41688647763893	-0.952391223264425	-0.430247890993187	NA
"26"	NA	-0.797756080995897	-2.37815569825995	-0.0713214513165177	-1.01805829361249	-1.02242592876822	NA	2.25047448758008	-0.241555072832899	1.00070543901184	0.121326984615656	0.887523553102357	1.89418514556161	-1.056328052019	0.0171883999404433	-2.00723881818547	-1.36335534643114	0.0634108602836251	-0.710102703999681	NA	1.52422689858927	0.302093585730999	0.22111612027199	-0.0432955852053519	-0.690670957266266	-0.663804688776486	NA	0.79145977163915	0.482854469281507	NA
"27"	NA	-0.125975678820797	0.497082929926069	NA	-0.869623348076819	-0.062871480813453	0.169646228175124	NA	-0.902015847922369	-0.0996353771820522	0.602930936431573	NA	-2.68933144267659	-1.48349707350428	NA	1.07815637964476	-0.0551172149315753	1.09609903371937	2.10512944502133	0.328687510340653	0.0273489277777629	NA	NA	0.30659734502675	NA	0.0597309242612426	-0.446398272610337	-0.527340034691017	NA	0.0854758752454613
"28"	NA	NA	-2.04989473674417	0.585139158338691	-1.05301940251313	0.0897153544954929	0.379079128207171	-1.48457676605112	-0.834589837690072	-0.830598358974667	0.450530531525158	-1.49063846697096	NA	0.607029323731406	0.75889370645153	3.15789647619633	0.0519379666387909	0.789392766167812	0.810813641619715	NA	NA	NA	-1.12980495860354	-1.04239319997199	-0.917054432950784	NA	0.113267837313999	2.05559143113738	NA	-1.0410588536979
"29"	-0.0849886440401755	0.230196262975124	0.421240303342358	-0.994640087743249	1.14736832675448	0.449348827512976	NA	-0.908814060202034	NA	-1.22157394199515	1.85340969155806	0.947512878258143	-1.37077299335088	-1.10819502732195	-0.100425836263564	0.140106121649797	0.656844718360717	-0.0480241569808295	NA	-1.8479418453814	0.0315639669619379	-1.33158703331962	0.259151184484836	-0.329441190349113	0.37309363401861	-0.503105331163638	-1.25240459484609	0.241618442963967	1.65379872355784	0.517916582962253
"30"	NA	1.57001883284294	0.891524289001482	0.981394313459073	0.333808876906289	NA	1.30428773424907	-1.64959391929497	0.136653228419734	0.3653946458962	0.40774962433642	0.488441830918438	0.896926208619566	0.900986114044385	1.08198228575629	0.196779437670962	-0.750565495668405	-1.30377899985548	NA	-0.252410056070803	-0.203653529045453	-0.251014334618495	NA	-0.0455983953634318	0.341953902035486	-0.162829069019415	NA	0.735412188030698	-0.533220316336639	1.47407042369203
"31"	0.674927037118433	-0.735848901663721	NA	1.10004735927998	1.56340691796456	-1.32771762816864	NA	1.45469484893081	-1.22327960788773	0.686926168789227	0.787957865450792	-1.65150674732786	1.2944565772658	-1.40002484206241	-0.233029678697978	-0.714568700490349	NA	-0.746424518745027	-0.0325633383035273	0.633068323794137	NA	-0.233527782434913	NA	-0.0791278426898316	NA	-0.280457393730015	-0.598821667030587	0.557313995305046	0.522451965884904	0.19530320952177
"32"	NA	NA	-0.526996256302355	0.0672976370232871	1.41108152211049	-0.367663583305137	-0.731708327127229	-0.109776750739682	0.241315248056577	-1.63604636055808	0.104501615108218	-0.069242622601396	-1.53086456200348	0.885254455537084	0.882682985310813	2.31535437252058	0.115258630102859	NA	-1.35416233999003	-0.651769651358481	0.947203420103581	-0.159007166527708	0.533470760313966	-1.25317654502931	1.30506718482396	1.19338426070488	0.153206073497094	1.33276071307909	0.118683875808363	0.588129208951169
"33"	-0.383139173639214	0.87682022833108	1.09743141835793	-2.36005833290376	-0.535911106278511	0.316571687762308	NA	1.44386916408012	0.85048786356157	-0.614752210328067	0.592709839096916	-0.519073227036936	1.60257933847696	-1.70122359777965	NA	-0.0469542188365411	-0.0397047914687773	NA	-0.431339104069741	NA	-0.177505878917945	NA	-0.844643489866997	0.700075961720203	NA	-0.29464221192282	-1.91852855847674	0.457197013821408	-0.19932090240536	1.38767476764021
"34"	NA	NA	-0.921947697086218	-1.12963221878045	1.13127460714211	1.24757514806775	NA	0.0718898329607847	0.102690773039044	-0.553286844098647	-0.802172966279531	NA	-0.663489035635986	-0.653093099518351	-0.789291496571223	NA	1.27857740933899	-1.75954797110348	2.43578075930588	-0.230596527752233	-0.375020737602143	NA	NA	-1.66063932712451	-0.0460184861777946	NA	0.332042074634956	-1.98484765470587	0.0911549533432459	0.505315282949983
"35"	NA	0.332333884364584	0.71404693367645	-1.03606340816726	1.07781782357799	-1.27363959476134	0.124367739115	-0.694099663418963	-0.553276590592773	-2.2073783668637	-0.190874129748271	2.35509813659818	-1.92175588265049	NA	-1.06931404931544	NA	0.167624564838017	1.5922668205866	0.830021914738577	2.17380746856886	-1.39250112363018	0.638694632219367	NA	1.26783745661893	0.517961985381095	-0.249180219940833	-1.09380269406541	-0.725175787904066	-0.41050940287101	-1.01592123516647
"36"	-0.936400923481928	0.686580717373892	0.177824263446699	1.03473848315891	NA	-2.50712027133259	-0.861864950962525	0.286372148312144	-0.021783552470761	-1.12113040262424	-0.0858609236826829	-1.6950475700917	-1.37074826824016	0.245411865215315	-0.16480915913381	-0.468314805200824	0.335461373611826	0.504127030500456	-1.39670140112019	1.37121496447154	1.04526613013826	1.09631078463227	-1.86527622404597	-0.108769133921212	-0.0955901795588402	-0.765695401277395	-0.211782251468862	0.806333047225932	NA	-1.47173967886865
"37"	0.501018196214342	0.382692254409542	-0.389338515768552	-1.96897099636062	NA	NA	NA	-0.0490034936426652	-1.39066921168645	-0.274448097057594	0.0849025328957906	-0.6062517993378	-1.47374927421641	-0.220801226277382	0.529809774282228	NA	1.33648779365489	-1.37680318362755	-0.158247675487345	1.37865759400985	-0.360504474381635	-0.510518127422342	NA	1.83970478232785	0.639412236114009	-0.696557772964176	1.31286504143878	0.645700833804492	-0.7615593383026	1.19310915221649
"38"	-0.636350395474301	0.772245529318879	-0.14716413522863	NA	1.59821496449824	0.11240154176944	0.213972950595638	NA	-0.526433101274464	0.91665532538163	-0.376759842766853	NA	-1.98557751344082	0.171897431610933	-0.170142980007134	NA	-0.116578046447253	0.852346908172842	0.549530234756837	0.921942134919437	0.938397978197552	NA	-1.32310075058206	0.539823428876359	1.98943209257192	NA	0.104056005192992	1.07468447129665	-1.41287280394751	NA
"39"	-0.776129269765206	NA	NA	0.416373221944841	NA	-0.0161942012481715	0.186435477272993	0.163460068642625	1.07979314655537	-0.242579999560481	0.967554847501303	1.44343725430615	0.923867349125433	-0.565466908086956	-0.906237547573394	0.797169637334651	0.930916289801523	0.634172529954002	NA	NA	0.196709530747089	NA	-0.698579187379585	NA	NA	1.69414095296035	-0.332161820674792	NA	-1.28838985580601	1.32012628845203
"40"	NA	NA	0.374075500678569	0.0550908993574643	-0.403307042717295	0.146115678577844	NA	NA	1.01617192610453	1.33583669597755	-0.779443111864381	-0.592412157149665	-1.81736425151762	0.844699243990906	1.10279145104996	1.67375112827483	1.60649816019701	0.605136722601557	0.147443386378985	NA	-0.641797414472241	-0.510752282099193	1.09145465890498	0.634777803881076	-1.69905239231668	0.87786261136058	-0.842890176320518	-1.00202386800099	0.146204126796847	1.09891938529104
"41"	0.421554921534678	-0.0574785934203096	NA	0.0447680754594456	0.56413718121918	0.879676753440817	-0.245293370223218	NA	-2.25006551063547	0.771840952178788	-1.24422136249506	0.350324529149885	1.70697475734799	-0.15162252282552	2.09738858944754	1.53193046338727	-0.178980951678873	-0.340742823319283	-0.195671011773867	1.16096407508238	0.757581272945122	NA	-2.33164602497195	0.201431041572587	0.272174816917225	-0.863841297142886	-0.407651938014373	NA	-1.11434618895107	-0.606801663305316
"42"	-0.499784029341655	0.334173170695061	1.96735762155493	1.07169607370546	0.299847341091368	-0.452501591976473	-1.37666075285207	-1.08302258178942	-0.100242460128493	1.03533133703983	NA	-1.14457847534243	0.923550176177132	-1.38225572419288	0.223270950439283	-0.911681891825302	-0.921690022959966	NA	0.393639228632589	NA	-1.1278334569794	-1.82841345791635	0.753926176344467	-0.876551109847085	0.165221392473913	0.00429220195512138	0.0109789136332578	NA	NA	NA
"43"	0.145305885417659	-1.92118934019788	1.66350789782706	-0.694741775674554	1.13482064539959	0.623304046227978	0.339970267236821	-0.786091623954096	0.999513432060394	0.49297723435516	-1.39409181501381	-0.662718264380572	NA	0.134582192567488	0.186818094458089	-0.203047816266486	1.15505027029155	NA	0.9194749351581	-1.26077877690932	1.27603979594061	NA	NA	0.0296774838512383	-1.8985090090317	0.563370561103792	1.07648848704803	-0.189171006448212	0.0273866571583039	0.126392945327194
"44"	0.783634849250007	-0.505222033049683	-1.52318251948568	NA	0.946348185504936	-0.493796164166957	NA	1.70646691404733	NA	-0.282367926730883	1.0623864976003	-0.158984228388487	0.59074637159355	-0.180886360482998	-1.24291342707212	0.52998490721637	0.0920735660113352	0.35458359552993	1.02068797190811	-0.619061142732078	-0.233025060335994	0.788739491912879	NA	1.07800035426501	-1.05351195113559	0.146485154626157	0.0610611044605832	-0.072266964491734	0.123268025755118	0.55559689222969
"45"	0.806989440260483	0.485591420570383	-1.29170026882371	0.0132013566505749	NA	NA	NA	0.504935905438913	-1.34575498889123	0.319601098508262	NA	1.55914741261432	-1.40335629251982	-0.382347967274957	NA	-1.10852831131073	-0.428686679555337	0.831239236151813	0.0126945271048644	-0.163101279787319	1.73868206367671	1.31565274658566	-0.540461248964505	-0.913869733626964	-1.04890424931401	0.97553677264399	-1.08654740081246	-0.797755647712251	-0.348781360283207	2.15883551665752
"46"	-2.27447671658646	0.312373911400363	-1.15349588686637	-0.319119161928424	-0.203909881412896	0.69461492798065	-1.28488543028982	NA	0.187098225805148	-0.183898563996589	-0.434367020392472	1.23449497715316	-0.122149715610217	NA	NA	0.119681085771429	-0.426330180713186	0.979747936845352	-1.4033333802726	NA	-1.53342437480935	0.847100212146432	0.890032388573121	0.159839692555499	-0.909942757891763	0.761910791767885	1.49441703190117	-0.0409125196039004	-0.173165630881053	NA
"47"	0.354478197053106	-0.328342662318426	0.269366816141016	NA	1.32398197753642	-0.0386670990297902	NA	1.11904696833496	-1.24450871532899	1.16110183587667	-0.440550701122133	0.575550083643102	1.0635972491373	-0.0987207939898739	0.83898108104772	NA	-0.823206216218014	1.38765620527418	NA	0.473062101114232	3.5516340962402	NA	NA	-0.478056339173215	0.496652992976649	NA	0.932124038266135	NA	0.684915602085036	1.17175419447128
"48"	0.884698493781799	0.723648645825278	1.4865934162366	2.61143423587222	NA	-0.695039936266296	0.68325336805013	-1.23463011535697	-0.799769964081534	-1.46401091995882	NA	NA	0.195453547549187	1.26936317699514	0.633364512966227	1.48739392001327	0.942067499197784	NA	-1.57406734462818	NA	-0.63233871731766	1.07120153097324	NA	-1.11882731366295	1.85551454382407	0.0429470667037279	NA	-0.100051809964508	NA	NA
"49"	-0.314767584563172	0.0806314976228869	-0.548525319769254	NA	-0.653979452963981	-1.61285902420192	NA	0.684003767139953	-0.830793513474076	NA	-0.421260111237065	-0.683802398272097	-0.0783976519570551	-1.02840969790144	0.64137265109184	-0.701645918863593	0.614606035700064	0.150501308528868	0.12390009502732	-1.2911633450162	NA	0.355585225560351	0.282857954164016	NA	0.742554027436671	-1.80102169097172	1.06342899811665	0.678636210488999	1.10878433157789	0.953698183091886
"50"	1.10493893760955	-0.132898254368233	-0.879405040688428	NA	1.55149295900941	0.857568093890867	-0.260495022542697	1.63277854493322	1.06828905769582	0.739475899807879	-0.860217462696087	0.00272844799783004	-0.778004146468363	-0.210929293216646	0.988410814918158	-2.35581825330716	-0.360092944936731	NA	NA	-1.22440977751483	NA	-0.73726339266708	NA	0.183895095420738	-1.14788725490141	0.13435874202631	-0.329062252309033	0.307102730560617	-0.911254453681432	NA
"51"	NA	-1.09576698076328	-0.393125702588704	-0.461788572337958	NA	NA	-3.03373065100981	1.11778814827015	-1.21833285273647	-1.19965534595505	1.99425145310903	-1.2697380418995	0.289228871912531	-0.665954715321741	NA	0.137753486007547	-0.83667428944418	-0.907042019807987	-0.391657664675498	NA	-0.586971995792292	0.335506166991978	NA	-0.645780924013887	-0.814904475777657	0.00918993858130506	1.14922480748339	NA	-0.321371405580342	-2.32344694553744
"52"	-2.59639392906951	-0.185002140313502	1.6540474583118	-0.257612708104557	-1.61656948014208	1.09458344367218	-0.344009118933378	NA	-1.4716667309027	-0.909183463819533	NA	NA	-0.467424427647223	1.60729472759976	NA	-0.72973286610831	1.08645574311213	-1.07708999281843	-0.204994395326267	-0.754141042033864	NA	-0.0536269240364081	0.630827125182935	-1.22121039764555	-0.419071868963643	NA	-1.05331837572462	0.574134451642441	NA	-1.88517726373014
"53"	0.600999262669897	-0.201737395138029	-0.431459764417789	-1.09057913943532	1.64808770285187	0.331714742476883	0.784451205676875	-1.07962780702506	NA	-0.581823810915251	-0.968733603058496	-0.697154401785259	0.189609068513167	0.346079044178136	-1.59053721270687	-1.14310496290265	0.41203939883313	NA	0.147598405087089	-0.333702183050874	-1.59040380114151	-0.912653722628807	NA	1.25808744233365	1.56236131031623	-0.588340869441155	1.27737031544031	-0.0470229230713262	-0.298547158446751	1.14234324493097
"54"	NA	0.405494347206147	-0.558104433863819	-0.881319242651835	NA	-0.649907981169116	-1.47423086308316	0.218257911423457	NA	-0.662456629313358	NA	-1.47007765016565	NA	-2.17737083110626	-0.755889117426676	-0.244263599326409	NA	2.34163637236061	1.38269999740076	-0.669905709054079	NA	NA	1.07888832137308	-1.32937322175684	NA	-1.65061582895755	-0.413615725747551	0.610985670160408	-1.24781497359867	0.105219834515416
"55"	2.19734951167538	NA	0.735393793408122	NA	0.849430018414693	-0.612105887144295	NA	-1.10073818126066	NA	2.55454367270338	NA	NA	-0.80469114188655	1.82765374473612	0.158226754182364	0.430699628562347	0.516601555694571	0.126234132024585	0.161061944999621	2.106441663197	NA	-0.174045136607767	NA	NA	-0.800530078470291	-0.713619141226964	1.61506472785399	-0.835169791401931	NA	0.0720437835660046
"56"	-1.99159119499269	NA	-0.555060579837864	0.660207313177405	1.05912602339001	0.742652701571963	2.60229745912994	0.832524466058027	-1.09551342268049	-0.919439260333983	-0.39074825612241	-0.691292671703955	0.279852310379134	1.39873483774918	-0.117930673697978	1.8881717197322	-1.13456160728545	1.01058913575311	NA	-1.17035542555836	NA	NA	1.39675034767888	-1.41835538077786	NA	NA	-0.843987726629831	NA	-0.228508756854931	-0.404364771023255
"57"	NA	NA	-1.63375877070257	0.0754456715433349	NA	0.0217092677025746	-0.509734499515235	-1.61427418906044	-0.224061973202068	-1.70855231102294	0.40288412467352	0.281654667103701	0.64340086060971	NA	1.4307783111328	-0.482565348378351	NA	-0.162310068621032	-0.694717679659339	0.918859622888872	-1.49412326462703	-1.30440400717375	0.141422089065455	-1.25766926833836	-0.42300682875447	-1.17168561924412	1.27585450758512	0.629564486347783	2.52209687929996	-1.49621879445537
"58"	-0.454979686170634	NA	-0.350862805526565	NA	1.08078543200145	NA	NA	-2.34915364885393	-0.0973991186119472	-0.931031027195233	NA	0.326653719106668	-0.569044074835725	NA	-1.43519448338643	1.96042741753738	-0.721688750915754	NA	-0.516043471364571	0.29408311597736	-0.931799021229996	-1.73988567210159	-2.85128389935388	-0.989067078286138	-0.0351044329725266	-0.719371864816581	-0.363020331298231	-0.00544677737250967	1.9819082379692	-0.4486727522606
"59"	0.58888087855296	0.305714834782731	-1.54859252499524	-0.560376265212562	0.382283953853998	0.96107188832867	0.571604936970469	-0.746417329782162	0.601426546429282	-0.726417277124525	-0.0139072471314822	-0.499637160447561	2.20291416173582	-0.216554415772186	-0.27875579780582	-0.332619430875997	NA	0.303023283137106	-0.431339471820008	-0.256821751292369	2.57752551892185	-0.422452742990757	-1.05813431907479	NA	1.20218841360182	0.731233381116668	-0.33897550735076	NA	0.655555268842546	-0.171349000394323
